Material	Power	Speed 	Hatch 	Thickness	Spot	Energy	PSD	Atmosphere	Geometry	 Strategy	RD
2	350	2200	0.12	0.03	0.07	44.19	35.5	1	2	1	99.46
2	100	111	0.12	0.05	0.2	150.15	40.8	1	1	6	99.45
2	100	694	0.08	0.02	0.05	90.06	35.5	7	4	3	99.44
2	200	1400	0.12	0.03	0.07	39.68	35.5	1	2	1	99.44
2	200	510.99	0.076	0.05	0.07	103	30	7	3	4	99.41
2	100	700	0.08	0.02	0.05	89.29	35.5	7	4	3	99.4
2	125	21.44	0.056	0.35	0.075	297.46	35	1	1	7	99.4
2	200	560.3	0.121	0.05	0.07	59	30	7	3	4	99.36
2	200	296.3	0.075	0.05	0.07	180	30	7	3	4	99.36
2	200	1100	0.08	0.03	0.1	75.76	27.82	1	1	2	99.36
2	200	1100	0.08	0.03	0.1	75.76	27.82	1	1	2	99.36
2	200	1100	0.08	0.03	0.1	75.76	27.82	1	1	2	99.36
2	150	400	0.08	0.03	0.07	156.25	17	7	1	7	99.35
2	200	684.81	0.099	0.05	0.07	59	30	7	3	4	99.35
2	200	560.3	0.121	0.05	0.07	59	30	7	3	4	99.31
2	150	350.92	0.083	0.05	0.07	103	30	7	3	4	99.31
2	150	500	0.08	0.04	0.07	93.75	30	7	1	4	99.3
2	175	668	0.12	0.03	0.1	72.77	36	1	1	4	99.3
2	150	1100	0.08	0.03	0.1	56.82	27.82	1	1	2	99.28
2	150	420.23	0.121	0.05	0.07	59	30	7	3	4	99.27
2	150	303.4	0.096	0.05	0.07	103	30	7	3	4	99.27
2	200	595	0.14	0.03	0.085	80.03	30.37	1	1	7	99.27
2	175	26.28	0.056	0.46	0.075	258.5	35	1	1	7	99.27
2	200	377.04	0.103	0.05	0.07	103	30	7	3	4	99.26
2	100	1388	0.04	0.02	0.05	90.06	35.5	7	4	3	99.24
2	150	251.09	0.116	0.05	0.07	103	30	7	3	4	99.24
2	150	303.4	0.096	0.05	0.07	103	30	7	3	4	99.22
2	200	233.92	0.095	0.05	0.07	180	30	7	3	4	99.21
2	80	700	0.04	0.02	0.05	142.86	35.5	7	4	3	99.21
2	150	900	0.08	0.03	0.1	69.44	27.82	1	1	2	99.21
2	150	513.61	0.099	0.05	0.07	59	30	7	3	4	99.19
2	100	925	0.06	0.02	0.05	90.09	35.5	7	4	3	99.16
2	100	1500	0.04	0.02	0.05	83.33	35.5	7	4	3	99.13
2	150	420.23	0.121	0.05	0.07	59	30	7	3	4	99.12
2	125	400	0.12	0.03	0.07	86.81	35.5	1	2	1	99.09
2	275	2200	0.12	0.03	0.07	34.72	35.5	1	2	1	99.09
2	100	1388	0.04	0.02	0.05	90.06	35.5	7	4	3	99.08
2	150	513.61	0.099	0.05	0.07	59	30	7	3	4	99.05
2	80	700	0.08	0.02	0.05	71.43	35.5	7	4	3	99.02
2	100	925	0.06	0.02	0.05	90.09	35.5	7	4	3	99.01
2	150	400	0.08	0.04	0.07	117.19	30	7	1	4	99
2	175	668	0.12	0.03	0.1	72.77	36	1	1	1	99
2	180	1400	0.05	0.03	0.05	85.71	26	1	1	5	99
2	100	694	0.08	0.02	0.05	90.06	35.5	7	4	3	98.98
2	150	498.5	0.102	0.05	0.07	59	30	7	3	4	98.93
2	200	320.95	0.121	0.05	0.07	103	30	7	3	4	98.93
2	175	26.28	0.018	0.46	0.075	804.23	35	1	1	7	98.93
2	150	400	0.08	0.03	0.07	156.25	17	7	1	7	98.93
2	150	498.5	0.102	0.05	0.07	59	30	7	3	4	98.92
2	100	700	0.04	0.02	0.05	178.57	35.5	7	4	3	98.92
2	100	1388	0.04	0.02	0.05	90.06	35.5	7	4	3	98.92
2	100	462	0.12	0.02	0.05	90.19	35.5	7	4	3	98.9
2	175	26.28	0.037	0.46	0.075	391.25	35	1	1	7	98.85
2	100	694	0.08	0.02	0.05	90.06	35.5	7	4	3	98.84
2	150	400	0.09	0.03	0.07	138.89	17	7	1	7	98.76
2	175	1100	0.08	0.03	0.1	66.29	27.82	1	1	2	98.76
2	275	400	0.12	0.03	0.07	190.97	35.5	1	2	1	98.74
2	225	700	0.09	0.02	0.08	178.57	38	7	1	7	98.73
2	200	320.95	0.121	0.05	0.07	103	30	7	3	4	98.72
2	150	750	0.12	0.03	0.085	55.56	30.37	1	1	7	98.72
2	300	1000	0.09	0.02	0.08	166.67	38	7	1	7	98.71
2	225	1000	0.09	0.02	0.08	125	38	7	1	7	98.71
2	225	1000	0.09	0.02	0.08	125	38	7	1	7	98.68
2	225	1000	0.09	0.02	0.08	125	38	7	1	7	98.67
2	225	1000	0.09	0.02	0.08	125	38	7	1	7	98.65
2	150	350.92	0.083	0.05	0.07	103	30	7	3	4	98.65
2	269.6	1178.4	0.07	0.02	0.08	163.42	38	7	1	7	98.63
2	225	1000	0.09	0.02	0.08	125	38	7	1	7	98.63
2	269.6	821.6	0.07	0.02	0.08	234.39	38	7	1	7	98.62
2	225	1000	0.09	0.02	0.08	125	38	7	1	7	98.62
2	180.4	821.6	0.11	0.02	0.08	99.81	38	7	1	7	98.61
2	100	111	0.12	0.05	0.2	150.15	40.8	1	1	6	98.6
2	200	1300	0.08	0.03	0.1	64.1	27.82	1	1	2	98.54
2	269.6	821.6	0.11	0.02	0.08	149.15	38	7	1	7	98.53
2	100	591	0.07	0.03	0.09	80.57	38	1	1	4	98.5
2	100	462	0.12	0.02	0.05	90.19	35.5	7	4	3	98.46
2	140	800	0.07	0.02	0.075	125	23.6	2	3	4	98.44
2	225	1000	0.06	0.02	0.08	187.5	38	7	1	7	98.43
2	80	300	0.08	0.02	0.05	166.67	35.5	7	4	3	98.38
2	269.6	1178.4	0.11	0.02	0.08	103.99	38	7	1	7	98.38
2	150	1000	0.09	0.02	0.08	83.33	38	7	1	7	98.37
2	225	1300	0.09	0.02	0.08	96.15	38	7	1	7	98.37
2	200	200	0.12	0.03	0.07	277.78	35.5	1	2	1	98.35
2	80	1500	0.04	0.02	0.05	66.67	35.5	7	4	3	98.33
2	225	1000	0.12	0.02	0.08	93.75	38	7	1	7	98.33
2	180.4	821.6	0.07	0.02	0.08	156.84	38	7	1	7	98.31
2	150	183.15	0.091	0.05	0.07	180	30	7	3	4	98.31
2	150	150	0.09	0.05	0.035	222.22	30	1	2	7	98.3
2	160	1000	0.07	0.02	0.075	114.29	23.6	2	3	4	98.28
2	180.4	1178.4	0.07	0.02	0.08	109.35	38	7	1	7	98.25
2	180.4	1178.4	0.11	0.02	0.08	69.59	38	7	1	7	98.25
2	150	450	0.08	0.03	0.07	138.89	17	7	1	7	98.23
2	150	600	0.06	0.03	0.07	138.89	17	7	1	7	98.23
2	160	800	0.07	0.03	0.075	95.24	23.6	2	3	4	98.23
2	200	750	0.11	0.05	0.07	48.48	26.25	7	1	4	98.21
2	150	600	0.08	0.04	0.07	78.13	30	7	1	4	98.2
2	125	21.44	0.018	0.35	0.075	925.43	35	1	1	7	98.15
2	150	157.23	0.106	0.05	0.07	180	30	7	3	4	98.13
2	100	1700	0.06	0.02	0.05	49.02	35.5	7	4	3	98.12
2	150	251.09	0.116	0.05	0.07	103	30	7	3	4	98.08
2	200	238.95	0.093	0.05	0.07	180	30	7	3	4	98.02
2	175	18.76	0.037	0.4	0.075	630.29	35	1	1	7	98.02
2	100	167	0.12	0.05	0.2	99.8	40.8	1	1	6	98
2	100	400	0.1	0.03	0.09	83.33	38	1	1	4	98
2	175	668	0.12	0.03	0.1	72.77	36	1	1	3	98
2	200	1100	0.08	0.04	0.1	56.82	27.82	1	1	2	97.93
2	200	2000	0.06	0.03	0.07	55.56	14.63	1	3	4	97.92
2	200	233.92	0.095	0.05	0.07	180	30	7	3	4	97.88
2	150	500	0.08	0.03	0.07	125	17	7	1	7	97.87
2	150	400	0.1	0.03	0.07	125	17	7	1	7	97.87
2	100	462	0.12	0.02	0.05	90.19	35.5	7	4	3	97.85
2	175	18.76	0.018	0.4	0.075	1295.61	35	1	1	7	97.8
2	107	1400	0.05	0.03	0.05	50.95	26	1	1	5	97.74
2	120	800	0.05	0.03	0.05	100	26	1	1	5	97.74
2	120	800	0.05	0.03	0.05	100	26	1	1	5	97.74
2	120	800	0.05	0.04	0.05	75	26	1	1	5	97.74
2	120	1100	0.05	0.04	0.05	54.55	26	1	1	5	97.74
2	120	1400	0.05	0.04	0.05	42.86	26	1	1	5	97.74
2	120	1700	0.05	0.03	0.05	47.06	26	1	1	5	97.74
2	160	1000	0.05	0.03	0.05	106.67	26	1	1	5	97.74
2	160	2000	0.05	0.03	0.05	53.33	26	1	1	5	97.74
2	180	1400	0.05	0.03	0.05	85.71	26	1	1	5	97.74
2	180	1400	0.05	0.04	0.05	64.29	26	1	1	5	97.74
2	200	1400	0.05	0.03	0.05	95.24	26	1	1	5	97.74
2	240	2800	0.05	0.03	0.05	57.14	26	1	1	5	97.74
2	140	1000	0.06	0.02	0.075	116.67	23.6	2	3	4	97.73
2	100	250	0.114	0.05	0.2	70.18	40.8	1	1	6	97.7
2	200	1500	0.08	0.03	0.1	55.56	27.82	1	1	2	97.7
2	125	21.44	0.037	0.35	0.075	450.21	35	1	1	7	97.65
2	100	300	0.08	0.02	0.05	208.33	35.5	7	4	3	97.63
2	200	1100	0.12	0.03	0.1	50.51	27.82	1	1	2	97.63
2	200	1100	0.08	0.05	0.1	45.45	27.82	1	1	2	97.62
2	100	600	0.08	0.03	0.09	69.44	38	1	1	4	97.6
2	200	698	0.11	0.05	0.07	52.1	26.25	7	1	4	97.5
2	140	1000	0.08	0.02	0.075	87.5	23.6	2	3	4	97.49
2	150	714	0.14	0.03	0.085	50.02	30.37	1	1	7	97.46
2	125	1100	0.08	0.03	0.1	47.35	27.82	1	1	2	97.4
2	200	1667	0.08	0.03	0.085	49.99	30.37	1	1	7	97.38
2	150	219.3	0.076	0.05	0.07	180	30	7	3	4	97.37
2	80	300	0.04	0.02	0.05	333.33	35.5	7	4	3	97.36
2	200	952	0.14	0.03	0.085	50.02	30.37	1	1	7	97.35
2	150	183.15	0.091	0.05	0.07	180	30	7	3	4	97.32
2	200	577	0.11	0.05	0.07	63.02	26.25	7	1	4	97.23
2	200	2000	0.06	0.03	0.07	55.56	14.63	1	3	4	97.22
2	100	400	0.03	0.03	0.09	277.78	38	1	1	4	97.2
2	100	120	0.111	0.05	0.2	150.15	40.8	1	1	6	97.14
2	140	800	0.06	0.03	0.075	97.22	23.6	2	3	4	97.06
2	150	125	0.09	0.05	0.035	266.67	30	1	2	7	97
2	150	175	0.09	0.05	0.035	190.48	30	1	2	7	97
2	200	2000	0.06	0.03	0.07	55.56	14.63	1	3	4	97
2	150	219.3	0.076	0.05	0.07	180	30	7	3	4	96.92
2	160	1000	0.06	0.03	0.075	88.89	23.6	2	3	4	96.91
2	100	239	0.111	0.05	0.2	75.39	40.8	1	1	6	96.8
2	125	200	0.12	0.03	0.07	173.61	35.5	1	2	1	96.79
2	120	500	0.08	0.03	0.07	100	17	7	1	7	96.72
2	100	111	0.12	0.05	0.2	150.15	40.8	1	1	6	96.7
2	150	700	0.07	0.03	0.07	102.04	17	7	1	7	96.68
2	150	700	0.06	0.03	0.07	119.05	17	7	1	7	96.64
2	150	600	0.07	0.03	0.07	119.05	17	7	1	7	96.64
2	200	500	0.08	0.03	0.1	166.67	27.82	1	1	2	96.64
2	150	550	0.08	0.03	0.07	113.64	17	7	1	7	96.61
2	200	1800	0.12	0.03	0.07	30.86	35.5	1	2	1	96.6
2	150	1250	0.08	0.03	0.085	50	30.37	1	1	7	96.57
2	275	2600	0.12	0.03	0.07	29.38	35.5	1	2	1	96.55
2	75	1050	0.05	0.03	0.05	47.62	26	1	1	5	96.49
2	90	1400	0.05	0.03	0.05	42.86	26	1	1	5	96.49
2	120	800	0.05	0.04	0.05	75	26	1	1	5	96.49
2	120	1100	0.05	0.03	0.05	72.73	26	1	1	5	96.49
2	120	1400	0.05	0.03	0.05	57.14	26	1	1	5	96.49
2	120	1400	0.05	0.03	0.05	57.14	26	1	1	5	96.49
2	140	800	0.08	0.03	0.075	72.92	23.6	2	3	4	96.37
2	120	300	0.08	0.03	0.07	166.67	17	7	1	7	96.35
2	125	100	0.12	0.03	0.07	347.22	35.5	1	2	1	96.35
2	175	800	0.11	0.05	0.07	39.77	26.25	7	1	4	96.35
2	140	900	0.08	0.02	0.05	97.22	31.13	7	3	7	96.28
2	100	167	0.12	0.05	0.2	99.8	40.8	1	1	6	96.2
2	160	1000	0.08	0.03	0.075	66.67	23.6	2	3	4	96.2
2	150	600	0.08	0.03	0.07	104.17	17	7	1	7	96.13
2	120	1000	0.07	0.02	0.075	85.71	23.6	2	3	4	96.12
2	100	167	0.12	0.05	0.2	99.8	40.8	1	1	6	96.1
2	140	1200	0.07	0.02	0.075	83.33	23.6	2	3	4	96.1
2	220	960	0.08	0.04	0.1	71.61	46	1	1	7	95.9
2	150	700	0.08	0.04	0.07	66.96	30	7	1	4	95.9
2	220	960	0.08	0.04	0.1	71.61	46	1	1	7	95.8
2	220	960	0.08	0.04	0.1	71.61	46	1	1	7	95.8
2	220	960	0.08	0.04	0.1	71.61	46	1	1	7	95.8
2	100	120	0.111	0.05	0.2	150.15	40.8	1	1	6	95.7
2	150	600	0.09	0.03	0.07	92.59	17	7	1	7	95.56
2	150	700	0.08	0.03	0.07	89.29	17	7	1	7	95.54
2	220	960	0.08	0.04	0.1	71.61	46	1	1	7	95.5
2	100	250	0.114	0.05	0.2	70.18	40.8	1	1	6	95.4
2	220	960	0.08	0.04	0.1	71.61	46	1	1	7	95.3
2	100	400	0.08	0.03	0.07	104.17	17	7	1	7	95.24
2	120	1100	0.05	0.04	0.05	54.55	26	1	1	5	95.24
2	120	2000	0.05	0.03	0.05	40	26	1	1	5	95.24
2	150	700	0.08	0.03	0.07	89.29	17	7	1	7	95.23
2	220	960	0.08	0.04	0.1	71.61	46	1	1	7	95.2
2	150	350	0.08	0.03	0.07	178.57	17	7	1	7	95.12
2	350	2600	0.12	0.03	0.07	37.39	35.5	1	2	1	95.09
2	150	400	0.07	0.03	0.07	178.57	17	7	1	7	95.05
2	160	800	0.08	0.02	0.05	125	31.13	7	3	7	95.04
2	150	157.23	0.106	0.05	0.07	180	30	7	3	4	95
2	120	800	0.07	0.03	0.075	71.43	23.6	2	3	4	94.94
2	140	1000	0.07	0.03	0.075	66.67	23.6	2	3	4	94.93
2	350	3400	0.12	0.03	0.07	28.59	35.5	1	2	1	94.9
2	140	800	0.07	0.04	0.075	62.5	23.6	2	3	4	94.72
2	140	1000	0.07	0.03	0.075	66.67	23.6	2	3	4	94.68
2	200	238.95	0.093	0.05	0.07	180	30	7	3	4	94.65
2	140	1000	0.07	0.03	0.075	66.67	23.6	2	3	4	94.53
2	150	700	0.09	0.03	0.07	79.37	17	7	1	7	94.53
2	350	3000	0.12	0.03	0.07	32.41	35.5	1	2	1	94.4
2	160	1200	0.07	0.03	0.075	63.49	23.6	2	3	4	94.34
2	100	120	0.111	0.05	0.2	150.15	40.8	1	1	6	94.3
2	160	1000	0.07	0.04	0.075	57.14	23.6	2	3	4	94.29
2	150	600	0.1	0.03	0.07	83.33	17	7	1	7	94.26
2	200	2200	0.12	0.03	0.07	25.25	35.5	1	2	1	94.23
2	70	1200	0.06	0.02	0.055	48.61	30	2	2	3	94.07
2	120	1400	0.05	0.04	0.05	42.86	26	1	1	5	93.98
2	120	1700	0.05	0.03	0.05	47.06	26	1	1	5	93.98
2	100	175	0.114	0.05	0.2	100.25	40.8	1	1	6	93.9
2	100	250	0.114	0.05	0.2	70.18	40.8	1	1	6	93.8
2	100	239	0.12	0.05	0.2	69.74	40.8	1	1	6	93.8
2	200	1100	0.08	0.06	0.1	37.88	27.82	1	1	2	93.8
2	70	1200	0.06	0.02	0.055	48.61	30	2	2	3	93.73
2	120	1000	0.06	0.03	0.075	66.67	23.6	2	3	4	93.57
2	275	3000	0.12	0.03	0.07	25.46	35.5	1	2	1	93.52
2	140	800	0.08	0.02	0.05	109.38	31.13	7	3	7	93.39
2	140	1200	0.06	0.03	0.075	64.81	23.6	2	3	4	93.33
2	150	200	0.09	0.05	0.035	166.67	30	1	2	7	93.3
2	150	400	0.06	0.03	0.07	208.33	17	7	1	7	93.16
2	150	800	0.08	0.03	0.07	78.13	17	7	1	7	93.13
2	140	1000	0.06	0.04	0.075	58.33	23.6	2	3	4	92.86
2	107	1400	0.05	0.03	0.05	50.95	26	1	1	5	92.73
2	120	1700	0.05	0.04	0.05	35.29	26	1	1	5	92.73
2	100	1100	0.08	0.03	0.1	37.88	27.82	1	1	2	92.7
2	100	239	0.12	0.05	0.2	69.74	40.8	1	1	6	92.4
2	150	800	0.09	0.02	0.05	104.17	31.13	7	3	7	92.08
2	140	1000	0.08	0.04	0.075	43.75	23.6	2	3	4	91.85
2	150	800	0.08	0.04	0.07	58.59	30	7	1	4	91.7
2	140	1200	0.08	0.03	0.075	48.61	23.6	2	3	4	91.52
2	100	400	0.15	0.03	0.09	55.56	38	1	1	4	91.2
2	120	1000	0.08	0.03	0.075	50	23.6	2	3	4	91.12
2	175	700	0.04	0.03	0.1	208.33	27.82	1	1	2	91.03
2	150	800	0.11	0.05	0.07	34.09	26.25	7	1	4	90.78
2	120	1200	0.07	0.03	0.075	47.62	23.6	2	3	4	90.7
2	150	500	0.04	0.03	0.1	250	27.82	1	1	2	90.48
2	150	700	0.08	0.03	0.05	89.29	31.13	7	3	7	90.41
2	150	700	0.08	0.03	0.05	89.29	31.13	7	3	7	90.36
2	200	2600	0.12	0.03	0.07	21.37	35.5	1	2	1	90.22
2	150	700	0.08	0.03	0.05	89.29	31.13	7	3	7	90.18
2	140	800	0.08	0.02	0.05	109.38	31.13	7	3	7	90.17
2	120	1000	0.07	0.04	0.075	42.86	23.6	2	3	4	89.61
2	160	700	0.08	0.02	0.05	142.86	31.13	7	3	7	89.59
2	150	700	0.1	0.03	0.07	71.43	17	7	1	7	89.5
2	150	800	0.07	0.02	0.05	133.93	31.13	7	3	7	89.49
2	100	250	0.08	0.03	0.07	166.67	17	7	1	7	89.31
2	140	1200	0.07	0.04	0.075	41.67	23.6	2	3	4	89.25
2	150	800	0.08	0.03	0.05	78.13	31.13	7	3	7	89.24
2	160	900	0.08	0.02	0.05	111.11	31.13	7	3	7	89.19
2	150	800	0.07	0.04	0.05	66.96	31.13	7	3	7	89.11
2	160	800	0.07	0.03	0.05	95.24	31.13	7	3	7	89.06
2	90	1400	0.05	0.04	0.05	32.14	26	1	1	5	88.97
2	120	700	0.08	0.03	0.07	71.43	17	7	1	7	88.74
2	140	800	0.07	0.03	0.05	83.33	31.13	7	3	7	88.49
2	150	800	0.07	0.02	0.05	133.93	31.13	7	3	7	88.29
2	140	700	0.08	0.02	0.05	125	31.13	7	3	7	87.92
2	150	1000	0.08	0.03	0.07	62.5	17	7	1	7	87.78
2	30	300	0.05	0.03	0.05	66.67	26	1	1	5	87.72
2	150	900	0.08	0.03	0.05	69.44	31.13	7	3	7	87.71
2	160	800	0.08	0.04	0.05	62.5	31.13	7	3	7	87.64
2	160	800	0.07	0.03	0.05	95.24	31.13	7	3	7	87.11
2	150	800	0.09	0.02	0.05	104.17	31.13	7	3	7	86.52
2	150	900	0.08	0.03	0.05	69.44	31.13	7	3	7	86.38
2	150	800	0.08	0.03	0.05	78.13	31.13	7	3	7	86.38
2	140	700	0.08	0.04	0.05	62.5	31.13	7	3	7	86.31
2	120	900	0.08	0.03	0.07	55.56	17	7	1	7	86.27
2	160	700	0.08	0.04	0.05	71.43	31.13	7	3	7	86.25
2	150	700	0.07	0.03	0.05	102.04	31.13	7	3	7	86.09
2	150	700	0.07	0.03	0.05	102.04	31.13	7	3	7	85.95
2	100	550	0.08	0.03	0.07	75.76	17	7	1	7	85.93
2	100	700	0.08	0.03	0.07	59.52	17	7	1	7	85.93
2	150	900	0.07	0.03	0.05	79.37	31.13	7	3	7	85.89
2	140	800	0.09	0.03	0.05	64.81	31.13	7	3	7	85.47
2	107	1400	0.05	0.04	0.05	38.21	26	1	1	5	85.21
2	150	800	0.08	0.03	0.05	78.13	31.13	7	3	7	85.1
